mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	TextLine	TextLine_rit.  	crescendo_line	crescendo_hairpin	decrescendo_hairpin	Ottava:8va
22	21	88	88	0.0	3/4	3/4	Spanner	2/2	2	1	0																41			0			
22	21	88	88	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	252												41			0			
22	21	85	85	4.0	0	0	Chord	2/2	2	2	1		1	1	253															0			
22	21	85	85	4.0	0	0	Chord	2/2	3	1	1		1	1	254																		
22	21	85	85	4.0	0	0	Chord	2/2	3	2	1		1	1	255																		
23	22	89	89	0.0	0	0	Spanner	2/2	2	1	0																41						
23	22	89	89	0.0	0	0	Spanner	2/2	2	1	0																41					4	
23	22	89	89	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	256												41					4	
23	22	90	90	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	257												41					4	
23	22	91	91	0.0	1/2	1/2	Spanner	2/2	2	1	0																						
23	22	91	91	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	258																		
23	22	92	92	0.0	3/4	3/4	Spanner	2/2	2	1	0																				6		
23	22	92	92	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	259												42				6		
23	22	89	89	4.0	0	0	Chord	2/2	2	2	1		1	1	260																6		
23	22	89	89	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	261												43						
23	22	91	91	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	262												43						
23	22	92	92	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	263												43						
23	22	89	89	4.0	0	0	Chord	2/2	3	2	1		1	1	264																		
24	23	96	96	0.0	3/4	3/4	Dynamic	2/2	1	1	0							p															
24	23	96	96	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	265	Ja-	They’ve																
24	23	93	93	0.0	0	0	Dynamic	2/2	2	1	0							f									42						
24	23	93	93	0.0	0	0	StaffText	2/2	2	1	0									rit.							42						
24	23	93	93	0.0	0	0	Spanner	2/2	2	1	0																42						
24	23	93	93	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	266				articAccentAbove								42						
24	23	94	94	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	267																		
24	23	95	95	0.0	1/2	1/2	Spanner	2/2	2	1	0																					5	
24	23	95	95	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	268				articAccentAbove													5	
24	23	96	96	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	269				articAccentAbove													5	
24	23	93	93	2.0	0	0	Chord	2/2	2	2	1/2		1/2	1	270																	5	
24	23	95	95	1.0	1/2	1/2	Chord	2/2	2	2	1/4		1/4	1	271																	5	
24	23	96	96	1.0	3/4	3/4	Chord	2/2	2	2	1/4		1/4	1	272																	5	
24	23	93	93	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	273												43						
24	23	94	94	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	274												43						
24	23	95	95	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	275												43						
24	23	96	96	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	276																		
24	23	93	93	4.0	0	0	Chord	2/2	3	2	1		1	1	277																		
25	24	97	97	0.0	0	0	StaffText	2/2	1	1	0									a tempo													
25	24	97	97	4.0	0	0	Chord	2/2	1	1	1		1	1	278	-wohl,	gone!																
25	24	97	97	0.0	0	0	Spanner	2/2	2	1	0																						
25	24	98	98	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	279												44						
25	24	99	99	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	280												44						
25	24	100	100	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	281												44						
25	24	97	97	0.0	0	0	Dynamic	2/2	3	1	0							pp															
25	24	97	97	0.0	0	0	StaffText	2/2	3	1	0									a tempo													
25	24	97	97	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	282												45						
25	24	98	98	2.0	1/4	1/4	Chord	2/2	3	1	1/2		1/2	1	283																		
25	24	100	100	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	284												46						
26	25	102	102	0.0	1/4	1/4	Dynamic	2/2	1	1	0							p															
26	25	102	102	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	285	sie	they’ve																
26	25	103	103	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	286	sind	on-																
26	25	104	104	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	287	nur	-ly																
26	25	101	101	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	288												44						
26	25	102	102	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	289												44						
26	25	103	103	0.0	1/2	1/2	Chord	2/2	2	1	0	acciaccatura	1/8	1	290												44						
26	25	103	103	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	291												44						
26	25	104	104	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	292												44						
26	25	101	101	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	293												46						
26	25	102	102	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	294												46						
26	25	103	103	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	295																		
27	26	105	105	1.0	0	0	Chord	3/2	1	1	1/4		1/4	1	296	aus-	gone																
27	26	106	106	1.0	1/4	1/4	Chord	3/2	1	1	1/4		1/4	1	297	-ge-	a																
27	26	107	107	2.0	1/2	1/2	Chord	3/2	1	1	1/2		1/2	1	298	-gan-	jour-																
27	26	109	109	1.0	1	1	Chord	3/2	1	1	1/4		1/4	1	299	-gen	-ney,																
27	26	105	105	1.0	0	0	Chord	3/2	2	1	1/4		1/4	1	300												44						
27	26	106	106	1.0	1/4	1/4	Chord	3/2	2	1	1/4		1/4	1	301												44						
27	26	107	107	3.0	1/2	1/2	Chord	3/2	2	1	3/4		1/2	3/2	302												44						
27	26	110	110	1.0	5/4	5/4	Chord	3/2	2	1	1/4		1/4	1	303												44						
27	26	105	105	6.0	0	0	Chord	3/2	3	1	3/2		1	3/2	304																		
28	27	114	114	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	305	und	and																
28	27	111	111	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	306												44						
28	27	112	112	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	307												44						
28	27	113	113	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	308												44						
28	27	114	114	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	309																		
28	27	111	111	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	310												47						
28	27	113	113	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	311												47						
28	27	114	114	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	312																		
28	27	111	111	4.0	0	0	Chord	2/2	3	2	1		1	1	313																		
29	28	115	115	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	314	wer-	they																
29	28	117	117	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	315	-den	will																
29	28	115	115	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	316												48						
29	28	117	117	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	317												48						
29	28	118	118	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	318												48						
29	28	115	115	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	319												49						
29	28	116	116	2.0	1/4	1/4	Chord	2/2	3	1	1/2		1/2	1	320																		
29	28	118	118	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	321												50						
30	29	119	119	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	322	jetzt	now										51						
30	29	120	120	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	323																		
30	29	121	121	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	324	nach	be										52						
30	29	122	122	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	325																		
30	29	119	119	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	326												48						
30	29	120	120	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	327												48						
30	29	121	121	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	328												48						
30	29	122	122	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	329												48						
30	29	119	119	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	330												50						
30	29	121	121	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	331																		
31	30	123	123	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	332	Hau-	home-										53						
31	30	124	124	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	333																		
31	30	125	125	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	334	-se	-ward																
31	30	126	126	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	335	ge-	re-																
31	30	123	123	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	336												48						
31	30	124	124	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	337												48						
31	30	125	125	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	338												48						
31	30	126	126	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	339																		
31	30	123	123	4.0	0	0	Chord	2/2	3	1	1		1	1	340																		
32	31	127	127	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	341	-lan-	-turn-																
32	31	129	129	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	342	-gen!	-ing!																
32	31	127	127	0.0	0	0	StaffText	2/2	2	1	0									espr.													
32	31	127	127	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	343												54						
32	31	129	129	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	344												54						
32	31	130	130	0.0	3/4	3/4	Dynamic	2/2	2	1	0							p									54						
32	31	130	130	0.0	3/4	3/4	Spanner	2/2	2	1	0																54				7		
32	31	130	130	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	345												54				7		
32	31	127	127	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	346												55						
32	31	255/2	255/2	1.0	1/8	1/8	Chord	2/2	3	1	1/4		1/4	1	347																		
32	31	257/2	257/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	348												56						
32	31	129	129	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	349												56						
32	31	259/2	259/2	1.0	5/8	5/8	Chord	2/2	3	1	1/4		1/4	1	350																		
32	31	261/2	261/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	351																		
33	32	131	131	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	352												54				7		
33	32	132	132	0.0	1/4	1/4	Spanner	2/2	2	1	0																54						
33	32	132	132	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	353												54						
33	32	133	133	0.0	1/2	1/2	Spanner	2/2	2	1	0																54					6	
33	32	133	133	0.0	1/2	1/2	Chord	2/2	2	1	0	acciaccatura	1/8	1	354												54					6	
33	32	133	133	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	355												54					6	
33	32	134	134	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	356																	6	
33	32	131	131	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	357																		
33	32	263/2	263/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	358												57						
33	32	132	132	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	359												57						
33	32	265/2	265/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	360												57						
33	32	133	133	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	361																		
34	33	135	135	0.0	0	0	Spanner	2/2	2	1	0																						
34	33	135	135	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	362												58						
34	33	136	136	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	363												58						
34	33	137	137	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	364				articAccentAbove														
34	33	135	135	0.0	0	0	Dynamic	2/2	3	1	0							p															
34	33	135	135	0.0	0	0	Spanner	2/2	3	1	0																				8		
34	33	135	135	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	365																8		
34	33	136	136	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	366																8		
34	33	273/2	273/2	0.0	3/8	3/8	Spanner	2/2	3	1	0																						
34	33	135	135	0.5	0	0	Chord	2/2	3	2	1/8		1/8	1	367												59						
34	33	271/2	271/2	1.0	1/8	1/8	Chord	2/2	3	2	1/4		1/4	1	368																		
34	33	273/2	273/2	0.5	3/8	3/8	Chord	2/2	3	2	1/8		1/8	1	369												60						
34	33	137	137	1.5	1/2	1/2	Chord	2/2	3	2	3/8		1/4	3/2	370												60						
34	33	277/2	277/2	0.5	7/8	7/8	Chord	2/2	3	2	1/8		1/8	1	371																		
35	34	139	139	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	372												61						
35	34	140	140	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	373												61						
35	34	141	141	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	374				articAccentAbove														
35	34	139	139	0.0	0	0	Spanner	2/2	3	1	0																				9		
35	34	139	139	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	375																9		
35	34	140	140	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	376																9		
35	34	281/2	281/2	0.0	3/8	3/8	Spanner	2/2	3	1	0																						
35	34	139	139	0.5	0	0	Chord	2/2	3	2	1/8		1/8	1	377												62						
35	34	279/2	279/2	1.0	1/8	1/8	Chord	2/2	3	2	1/4		1/4	1	378																		
35	34	281/2	281/2	0.5	3/8	3/8	Chord	2/2	3	2	1/8		1/8	1	379												63						
35	34	141	141	1.5	1/2	1/2	Chord	2/2	3	2	3/8		1/4	3/2	380												63						
35	34	285/2	285/2	0.5	7/8	7/8	Chord	2/2	3	2	1/8		1/8	1	381																		
36	35	143	143	0.0	0	0	Spanner	3/2	2	1	0																				10		
36	35	143	143	1.0	0	0	Chord	3/2	2	1	1/4		1/4	1	382												64				10		
36	35	144	144	1.0	1/4	1/4	Chord	3/2	2	1	1/4		1/4	1	383												64				10		
36	35	145	145	0.0	1/2	1/2	Dynamic	3/2	2	1	0							f															
36	35	145	145	0.0	1/2	1/2	Spanner	3/2	2	1	0																						
36	35	145	145	4.0	1/2	1/2	Chord	3/2	2	1	1		1	1	384																		
36	35	146	146	0.0	3/4	3/4	Spanner	3/2	2	1	0																					7	
36	35	148	148	0.0	5/4	5/4	Spanner	3/2	2	1	0																						
36	35	143	143	6.0	0	0	Chord	3/2	2	2	3/2		1	3/2	385																		
36	35	143	143	0.0	0	0	Dynamic	3/2	3	1	0							pp															
36	35	143	143	0.5	0	0	Chord	3/2	3	1	1/8		1/8	1	386												65						
36	35	287/2	287/2	0.5	1/8	1/8	Chord	3/2	3	1	1/8		1/8	1	387												65						
36	35	144	144	0.5	1/4	1/4	Chord	3/2	3	1	1/8		1/8	1	388												65						
36	35	289/2	289/2	0.5	3/8	3/8	Chord	3/2	3	1	1/8		1/8	1	389												65						
36	35	145	145	1.0	1/2	1/2	Chord	3/2	3	1	1/4		1/4	1	390																		
36	35	146	146	0.5	3/4	3/4	Chord	3/2	3	1	1/8		1/8	1	391												66						
36	35	293/2	293/2	0.5	7/8	7/8	Chord	3/2	3	1	1/8		1/8	1	392												66						
36	35	147	147	0.5	1	1	Chord	3/2	3	1	1/8		1/8	1	393												66						
36	35	295/2	295/2	0.5	9/8	9/8	Chord	3/2	3	1	1/8		1/8	1	394												66						
36	35	148	148	1.0	5/4	5/4	Chord	3/2	3	1	1/4		1/4	1	395																		
37	36	149	149	0.0	0	0	StaffText	2/2	1	1	0									zart													
37	36	149	149	0.0	0	0	StaffText	2/2	1	1	0									dolce													
37	36	149	149	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	396	O,	O,																
37	36	151	151	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	397	sei	ne’er																
37	36	152	152	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	398	nicht	dis-																
37	36	149	149	0.0	0	0	Dynamic	2/2	2	1	0							pp															
37	36	149	149	3.0	0	0	Chord	2/2	2	1	3/4		1/2	3/2	399												67						
37	36	152	152	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	400												67						
37	36	149	149	4.0	0	0	Chord	2/2	2	2	1		1	1	401																		
37	36	149	149	4.0	0	0	Chord	2/2	3	1	1		1	1	402																		
38	37	153	153	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	403	bang,	-may.										68						
38	37	155	155	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	404																		
38	37	156	156	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	405	der	the																
38	37	153	153	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	406												67						
38	37	155	155	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	407																		
38	37	156	156	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	408				articAccentAbove								69						
38	37	153	153	4.0	0	0	Chord	2/2	3	1	1		1	1	409																		
39	38	157	157	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	410	Tag	day										70						
39	38	158	158	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	411												70						
39	38	159	159	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	412																		
39	38	160	160	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	413	ist	is																
39	38	157	157	0.0	0	0	StaffText	2/2	2	1	0									espr.							69						
39	38	157	157	0.0	0	0	Spanner	2/2	2	1	0																69					8	
39	38	157	157	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	414												69					8	
39	38	158	158	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	415												69					8	
39	38	159	159	0.0	1/2	1/2	Spanner	2/2	2	1	0																69						
39	38	159	159	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	416												69						
39	38	160	160	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	417												69						
39	38	157	157	4.0	0	0	Chord	2/2	3	1	1		1	1	418																		
40	39	161	161	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	419	schön!	bright!										71						
40	39	162	162	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	420												71						
40	39	163	163	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	421																		
40	39	164	164	0.0	3/4	3/4	StaffText	2/2	1	1	0									warm, nicht eilen													
40	39	164	164	0.0	3/4	3/4	StaffText	2/2	1	1	0									con calore, senza fretta													
40	39	164	164	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	422	Sie	They’re																
40	39	161	161	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	423												69						
40	39	162	162	0.0	1/4	1/4	Spanner	2/2	2	1	0																69				11		
40	39	162	162	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	424												69				11		
40	39	163	163	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	425												69				11		
40	39	164	164	0.0	3/4	3/4	Spanner	2/2	2	1	0																						
40	39	164	164	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	426																		
40	39	161	161	4.0	0	0	Chord	2/2	3	1	1		1	1	427																		
41	40	165	165	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	428	ma-	on-										72						
41	40	167	167	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	429																		
41	40	168	168	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	430	-chen	-ly																
41	40	165	165	0.0	0	0	Dynamic	2/2	2	1	0							pp															
41	40	165	165	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	431												73						
41	40	167	167	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	432												73						
41	40	168	168	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	433												73						
41	40	165	165	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	434												74						
41	40	166	166	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	435												74						
41	40	167	167	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	436												74						
41	40	168	168	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	437												74						
42	41	169	169	0.0	0	0	Spanner	2/2	1	1	0																				12		
42	41	169	169	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	438	nur	on														12		
42	41	170	170	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	439	den	their														12		
42	41	171	171	0.0	1/2	1/2	Spanner	2/2	1	1	0																						
42	41	171	171	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	440	Gang	way																
42	41	172	172	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	441	zu	to																
42	41	169	169	0.0	0	0	Dynamic	2/2	2	1	0							pp									73						
42	41	169	169	0.0	0	0	Spanner	2/2	2	1	0																73				13		
42	41	169	169	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	442												73				13		
42	41	170	170	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	443												73				13		
42	41	171	171	0.0	1/2	1/2	Spanner	2/2	2	1	0																73						
42	41	171	171	0.0	1/2	1/2	Spanner	2/2	2	1	0																73					9	
42	41	171	171	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	444												73					9	
42	41	172	172	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	445																	9	
42	41	169	169	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	446												74						
42	41	170	170	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	447												74						
42	41	171	171	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	448																		
43	42	173	173	0.0	0	0	Spanner	2/2	1	1	0																					10	
43	42	173	173	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	449	je-	yon-		articAccentAbove								75					10	
43	42	174	174	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	450												75					10	
43	42	175	175	0.0	1/2	1/2	Spanner	2/2	1	1	0																						
43	42	175	175	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	451																		
43	42	176	176	0.0	3/4	3/4	Spanner	2/2	1	1	0																				14		
43	42	176	176	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	452	-nen	-der														14		
43	42	173	173	0.0	0	0	Spanner	2/2	2	1	0																						
43	42	173	173	3.0	0	0	Chord	2/2	2	1	3/4		1/2	3/2	453												76						
43	42	176	176	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	454																		
43	42	173	173	4.0	0	0	Chord	2/2	2	2	1		1	1	455																		
43	42	173	173	4.0	0	0	Chord	2/2	3	1	1		1	1	456																		
44	43	177	177	0.0	0	0	Spanner	2/2	1	1	0																						
44	43	177	177	0.0	0	0	Spanner	2/2	1	1	0																					11	
44	43	177	177	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	457	Höh’n!	height!		articAccentAbove								77					11	
44	43	178	178	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	458												77					11	
44	43	179	179	0.0	1/2	1/2	Dynamic	2/2	1	1	0							pp															
44	43	179	179	0.0	1/2	1/2	Spanner	2/2	1	1	0																						
44	43	179	179	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	459																		
44	43	177	177	3.0	0	0	Chord	2/2	2	1	3/4		1/2	3/2	460												78						
44	43	180	180	0.0	3/4	3/4	StaffText	2/2	2	1	0									"den Gesang fortsetzend
continuare il canto"													
44	43	180	180	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	461												79						
44	43	177	177	4.0	0	0	Chord	2/2	2	2	1		1	1	462																		
44	43	177	177	0.0	0	0	Spanner	2/2	3	1	0																				15		
44	43	177	177	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	463												80				15		
44	43	179	179	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	464												80				15		
44	43	177	177	4.0	0	0	Chord	2/2	3	2	1		1	1	465																15		
45	44	181	181	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	466				articAccentAbove								79						
45	44	182	182	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	467												79						
45	44	183	183	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	468												79						
45	44	184	184	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	469												79						
45	44	181	181	2.0	0	0	Chord	2/2	2	2	1/2		1/2	1	470																		
45	44	183	183	2.0	1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	471																		
45	44	181	181	0.0	0	0	Dynamic	2/2	3	1	0							f									80						
45	44	181	181	0.0	0	0	Spanner	2/2	3	1	0																80						
45	44	181	181	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	472												80						
45	44	183	183	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	473												80						
45	44	184	184	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	474												80						
45	44	181	181	4.0	0	0	Chord	2/2	3	2	1		1	1	475				articAccentBelow														
46	45	185	185	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	476												79						
46	45	186	186	0.0	1/4	1/4	Spanner	2/2	2	1	0																79	0	0				
46	45	186	186	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	477												79	0	0				
46	45	187	187	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	478												79	0	0				
46	45	188	188	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	479												79	0	0				
46	45	185	185	2.0	0	0	Chord	2/2	2	2	1/2		1/2	1	480													0	0				
46	45	187	187	2.0	1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	481													0	0				
46	45	185	185	0.0	0	0	Spanner	2/2	3	1	0																80					12	
46	45	185	185	3.0	0	0	Chord	2/2	3	1	3/4		1/2	3/2	482												80					12	
46	45	188	188	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	483																	12	
46	45	185	185	4.0	0	0	Chord	2/2	3	2	1		1	1	484																	12	
47	46	189	189	0.0	0	0	StaffText	2/2	1	1	0									a tempo, nicht eilen													
47	46	189	189	0.0	0	0	StaffText	2/2	1	1	0									senza fretta													
47	46	192	192	0.0	3/4	3/4	StaffText	2/2	1	1	0									semplice													
47	46	192	192	0.0	3/4	3/4	StaffText	2/2	1	1	0									schlicht													
47	46	192	192	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	485	Sie	They’ve																
47	46	189	189	0.0	0	0	StaffText	2/2	2	1	0									a tempo, nicht eilen!													
47	46	189	189	0.0	0	0	Dynamic	2/2	2	1	0							pp															
47	46	189	189	0.0	0	0	Spanner	2/2	2	1	0																						
47	46	189	189	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	486				articStaccatoAbove														
47	46	190	190	0.0	1/4	1/4	StaffText	2/2	2	1	0									senza fretta!													
47	46	190	190	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	487												81						
