mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	229	-den-	-ful,														
27	27	106	106	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	230	-den	fond														
27	27	107	107	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	231	Ge-	eyes														
27	27	104	104	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	232												42				
27	27	105	105	0.0	1/4	1/4	Spanner	4/4	2	1	0															42			9	
27	27	105	105	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	233												42			9	
27	27	106	106	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	234												42			9	
27	27	107	107	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	235												42			9	
27	27	104	104	4.0	0	0	Chord	4/4	2	2	1	1	1	236															9	
27	27	104	104	4.0	0	0	Chord	4/4	3	1	1	1	1	237												43				
28	28	108	108	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	238	-schik-	daz-														
28	28	109	109	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	239	-ke,	-ing,														
28	28	221/2	221/2	0.0	5/8	5/8	StaffText	4/4	1	1	0								rit.											
28	28	221/2	221/2	0.0	5/8	5/8	Spanner	4/4	1	1	0																			12
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	240	dass	that														12
28	28	111	111	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	241	sich	ye														12
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	242	der	so														12
28	28	108	108	0.0	0	0	Dynamic	4/4	2	1	0						p													
28	28	108	108	0.0	0	0	Spanner	4/4	2	1	0																			
28	28	108	108	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	243																
28	28	110	110	0.0	1/2	1/2	Dynamic	4/4	2	1	0						sf													
28	28	221/2	221/2	0.0	5/8	5/8	StaffText	4/4	2	1	0								rit.											
28	28	221/2	221/2	0.0	5/8	5/8	Spanner	4/4	2	1	0																			13
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	244												44				13
28	28	111	111	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	245												44				13
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	246																13
28	28	108	108	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	247																
28	28	110	110	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	248																
28	28	110	110	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	249																
29	29	112	112	0.0	0	0	Dynamic	4/4	1	1	0						sf													
29	29	112	112	0.0	0	0	SystemText	4/4	1	1	0									Etwas bewegter										
29	29	112	112	0.0	0	0	Tempo	4/4	1	1	0										𝅘𝅥=65	65.0	𝅘𝅥	65.0	0.0					
29	29	112	112	0.0	0	0	StaffText	4/4	1	1	0								Poco più moto											
29	29	112	112	0.0	0	0	Spanner	4/4	1	1	0																			
29	29	112	112	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	250	Strahl	soon														
29	29	113	113	0.0	1/4	1/4	Spanner	4/4	1	1	0																			14
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	251	be-	your														14
29	29	114	114	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	252	-reits	flight														14
29	29	229/2	229/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	253	zur	were														14
29	29	115	115	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	254	Heim-	home-														14
29	29	231/2	231/2	0.0	7/8	7/8	Spanner	4/4	1	1	0																			
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	255	-kehr	-ward														
29	29	112	112	0.0	0	0	Dynamic	4/4	2	1	0						sf													
29	29	112	112	0.0	0	0	Spanner	4/4	2	1	0																			
29	29	112	112	0.0	0	0	Spanner	4/4	2	1	0																		10	
29	29	112	112	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	256												45			10	
29	29	113	113	0.0	1/4	1/4	Spanner	4/4	2	1	0															45				
29	29	113	113	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	257												45				
29	29	115	115	0.0	3/4	3/4	Spanner	4/4	2	1	0															45				15
29	29	115	115	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	258												45				15
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	259																15
29	29	112	112	4.0	0	0	Chord	4/4	2	2	1	1	1	260																15
29	29	112	112	0.2	0	0	Chord	4/4	3	1	1/20	1/16	4/5	261												46				
29	29	561/5	561/5	0.2	1/20	1/20	Chord	4/4	3	1	1/20	1/16	4/5	262												46				
29	29	562/5	562/5	0.2	1/10	1/10	Chord	4/4	3	1	1/20	1/16	4/5	263												46				
29	29	563/5	563/5	0.2	3/20	3/20	Chord	4/4	3	1	1/20	1/16	4/5	264												46				
29	29	564/5	564/5	0.2	1/5	1/5	Chord	4/4	3	1	1/20	1/16	4/5	265																
30	30	116	116	0.0	0	0	Spanner	4/4	1	1	0																		11	
30	30	116	116	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	266	schi-	wing-		articAccentAbove											11	
30	30	117	117	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	267	-cke,	-ing,													11	
30	30	118	118	0.0	1/2	1/2	Spanner	4/4	1	1	0																			
30	30	119	119	0.0	3/4	3/4	Spanner	4/4	1	1	0																			16
30	30	119	119	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	268	dort-	to														16
30	30	116	116	0.0	0	0	Spanner	4/4	2	1	0																			
30	30	116	116	0.0	0	0	Spanner	4/4	2	1	0																			17
30	30	116	116	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	269												47				17
30	30	119	119	0.0	3/4	3/4	Spanner	4/4	2	1	0																			
30	30	119	119	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	270																
30	30	116	116	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	271																
31	31	120	120	0.0	0	0	Spanner	4/4	1	1	0																			
31	31	120	120	0.0	0	0	Spanner	4/4	1	1	0																		12	
31	31	120	120	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	272	-hin,	realms		articAccentAbove											12	
31	31	122	122	0.0	1/2	1/2	Spanner	4/4	1	1	0																			
31	31	123	123	0.0	3/4	3/4	Spanner	4/4	1	1	0																			18
31	31	123	123	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	273	dort-	a-														18
31	31	120	120	0.0	0	0	Spanner	4/4	2	1	0																		13	
31	31	120	120	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	274				articAccentBelow								48			13	
31	31	121	121	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	275												48			13	
31	31	123	123	0.0	3/4	3/4	Spanner	4/4	2	1	0																			
31	31	123	123	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	276																
31	31	120	120	0.25	0	0	Chord	4/4	3	1	1/16	1/16	1	277												49				
31	31	481/4	481/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16	1/16	1	278												49				
31	31	241/2	241/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	279												49				
31	31	483/4	483/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	280																
31	31	123	123	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	281																
32	32	124	124	0.0	0	0	Spanner	4/4	1	1	0																			
32	32	124	124	0.0	0	0	Spanner	4/4	1	1	0																		14	
32	32	124	124	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	282	-hin,	-bove,		articAccentAbove											14	
32	32	126	126	0.0	1/2	1/2	Spanner	4/4	1	1	0																			
32	32	127	127	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	283	von	the										50				
32	32	124	124	0.0	0	0	Spanner	4/4	2	1	0																		15	
32	32	124	124	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	284				articAccentAbove								51			15	
32	32	125	125	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	285												51			15	
32	32	127	127	0.0	3/4	3/4	Spanner	4/4	2	1	0																			
32	32	127	127	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	286																
32	32	124	124	0.25	0	0	Chord	4/4	3	1	1/16	1/16	1	287				articAccentAbove								52				
32	32	497/4	497/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16	1/16	1	288												52				
32	32	249/2	249/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	289												52				
32	32	499/4	499/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	290																
32	32	127	127	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	291																
33	33	128	128	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	292	wan-	source										50				
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	293	-nen	of										50				
33	33	130	130	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	294	al-	light,										50				
33	33	131	131	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	295	-le	your										50				
33	33	128	128	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	296																
33	33	259/2	259/2	0.0	3/8	3/8	Spanner	4/4	2	1	0																			19
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	297																19
33	33	130	130	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	298																19
33	33	131	131	0.0	3/4	3/4	Spanner	4/4	2	1	0																			
33	33	131	131	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	299																
33	33	128	128	3.0	0	0	Chord	4/4	2	2	3/4	1/2	3/2	300																
33	33	131	131	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	301																
33	33	128	128	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	302																
33	33	131	131	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	303																
34	34	132	132	0.0	0	0	Dynamic	4/4	1	1	0						p									50				
34	34	132	132	0.0	0	0	Spanner	4/4	1	1	0															50				20
34	34	132	132	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	304	Strah-	glances										50				20
34	34	135	135	0.0	3/4	3/4	Spanner	4/4	1	1	0															50				
34	34	135	135	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	305	-len											50				
34	34	132	132	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	306				articAccentAbove												
34	34	267/2	267/2	0.0	3/8	3/8	Spanner	4/4	2	1	0																		16	
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	307				articAccentAbove											16	
34	34	134	134	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	308				articAccentAbove											16	
34	34	135	135	0.0	3/4	3/4	Spanner	4/4	2	1	0																			
34	34	135	135	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	309				articAccentAbove												
34	34	132	132	4.0	0	0	Chord	4/4	2	2	1	1	1	310																
34	34	132	132	4.0	0	0	Chord	4/4	3	1	1	1	1	311																
35	35	136	136	0.0	0	0	Spanner	4/4	1	1	0															50			17	
35	35	136	136	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	312	stam-	rais-		articAccentAbove								50, 53			17	
35	35	139	139	0.0	3/4	3/4	Spanner	4/4	1	1	0															50				
35	35	139	139	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	313												50				
35	35	136	136	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	314																
35	35	277/2	277/2	0.0	5/8	5/8	Dynamic	4/4	2	1	0						p													
35	35	277/2	277/2	0.0	5/8	5/8	Spanner	4/4	2	1	0																			21
35	35	277/2	277/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	315												54				21
35	35	139	139	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	316												54				21
35	35	279/2	279/2	0.0	7/8	7/8	Spanner	4/4	2	1	0																			
35	35	279/2	279/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	317																
35	35	136	136	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	318																
36	36	140	140	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	319	-men.	-ing.														
36	36	140	140	0.0	0	0	Dynamic	4/4	2	1	0						sf													
36	36	140	140	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	320												55				
36	36	142	142	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	321																
36	36	140	140	4.0	0	0	Chord	4/4	2	2	1	1	1	322																
36	36	140	140	4.0	0	0	Chord	4/4	3	1	1	1	1	323																
37	37	289/2	289/2	0.0	1/8	1/8	Spanner	3/2	2	1	0																			22
37	37	289/2	289/2	0.5	1/8	1/8	Chord	3/2	2	1	1/8	1/8	1	324												56				22
37	37	145	145	0.5	1/4	1/4	Chord	3/2	2	1	1/8	1/8	1	325												56				22
37	37	291/2	291/2	0.5	3/8	3/8	Chord	3/2	2	1	1/8	1/8	1	326																22
37	37	146	146	0.0	1/2	1/2	Dynamic	3/2	2	1	0						sf													
37	37	146	146	0.0	1/2	1/2	Spanner	3/2	2	1	0																			
37	37	146	146	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	327												57				
37	37	147	147	0.0	3/4	3/4	Spanner	3/2	2	1	0															57			18	
37	37	148	148	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	328															18	
37	37	146	146	4.0	1/2	1/2	Chord	3/2	2	2	1	1	1	329															18	
37	37	146	146	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	330																
38	38	151	151	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	331	Ihr	You										58				
38	38	152	152	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	332	woll-	fain										58				
38	38	153	153	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	333	-tet	would										58				
38	38	150	150	0.0	0	0	Spanner	4/4	2	1	0																			
38	38	151	151	0.0	1/4	1/4	Spanner	4/4	2	1	0																		19	
38	38	151	151	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	334												59			19	
38	38	152	152	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	335												59			19	
38	38	153	153	0.0	3/4	3/4	Spanner	4/4	2	1	0																			
38	38	153	153	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	336																
39	39	154	154	0.0	0	0	StaffText	4/4	1	1	0								riten.							58				
39	39	154	154	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	337	mir	tell										58				
39	39	156	156	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	338	mit	me										58				
39	39	157	157	0.0	3/4	3/4	Spanner	4/4	1	1	0															58			20	
39	39	154	154	0.0	0	0	Dynamic	4/4	2	1	0						pp													
39	39	154	154	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	339												60				
39	39	156	156	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	340												60				
39	39	154	154	4.0	0	0	Chord	4/4	2	2	1	1	1	341																
39	39	155	155	0.0	1/4	1/4	StaffText	4/4	3	1	0								riten.											
39	39	155	155	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	342												61				
39	39	156	156	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	343												61				
39	39	157	157	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	344												61				
39	39	154	154	4.0	0	0	Chord	4/4	3	2	1	1	1	345																
40	40	158	158	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	346	eu-	by										58			20	
40	40	160	160	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	347	-rem	your										58			20	
40	40	158	158	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	348												60				
40	40	160	160	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	349																
40	40	158	158	4.0	0	0	Chord	4/4	2	2	1	1	1	350																
40	40	158	158	2.0	0	0	Chord	4/4	2	3	1/2	1/2	1	351																
40	40	158	158	4.0	0	0	Chord	4/4	3	1	1	1	1	352																
41	41	162	162	0.0	0	0	Dynamic	4/4	1	1	0						pp									58				
41	41	162	162	0.0	0	0	SystemText	4/4	1	1	0									Tempo I						58				
41	41	162	162	0.0	0	0	Tempo	4/4	1	1	0										𝅘𝅥=56	56.0	𝅘𝅥	56.0	0.0	58				
41	41	162	162	0.0	0	0	Spanner	4/4	1	1	0															58				
41	41	162	162	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	353	Leuch-	star-										58				
41	41	325/2	325/2	0.0	1/8	1/8	Spanner	4/4	1	1	0															58				23
41	41	164	164	0.0	1/2	1/2	Spanner	4/4	1	1	0															58				
41	41	164	164	0.0	1/2	1/2	Spanner	4/4	1	1	0															58			21	
41	41	165	165	0.0	3/4	3/4	Spanner	4/4	1	1	0															58				
41	41	165	165	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	354	-ten	-like										58				
41	41	162	162	0.0	0	0	Dynamic	4/4	2	1	0						pp													
41	41	162	162	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	355												62				
41	41	165	165	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	356																
41	41	162	162	0.25	0	0	Chord	4/4	3	1	1/16	1/16	1	357												63				
41	41	649/4	649/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16	1/16	1	358												63				
41	41	325/2	325/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	359												63				
41	41	651/4	651/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	360												63				
41	41	163	163	0.25	1/4	1/4	Chord	4/4	3	1	1/16	1/16	1	361												63				
41	41	653/4	653/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16	1/16	1	362												63				
41	41	327/2	327/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	363												63				
41	41	655/4	655/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	364																
41	41	164	164	0.25	1/2	1/2	Chord	4/4	3	1	1/16	1/16	1	365												64				
41	41	657/4	657/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16	1/16	1	366												64				
41	41	329/2	329/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	367												64				
41	41	659/4	659/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	368												64				
41	41	165	165	0.25	3/4	3/4	Chord	4/4	3	1	1/16	1/16	1	369												64				
41	41	661/4	661/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16	1/16	1	370												64				
41	41	331/2	331/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	371												64				
41	41	663/4	663/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	372																
42	42	166	166	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	373	sa-	glow-										58				
42	42	168	168	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	374	-gen:	-ing.														
42	42	166	166	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	375												65				
42	42	168	168	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	376																
42	42	166	166	4.0	0	0	Chord	4/4	2	2	1	1	1	377																
42	42	166	166	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	378												66				
42	42	333/2	333/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	379												66				
42	42	667/4	667/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	380												66				
42	42	167	167	0.25	1/4	1/4	Chord	4/4	3	1	1/16	1/16	1	381												66				
42	42	669/4	669/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16	1/16	1	382												66				
42	42	335/2	335/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	383												66				
42	42	671/4	671/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	384																
42	42	168	168	0.25	1/2	1/2	Chord	4/4	3	1	1/16	1/16	1	385												67				
42	42	673/4	673/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16	1/16	1	386												67				
42	42	337/2	337/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	387												67				
42	42	675/4	675/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	388												67				
42	42	169	169	0.25	3/4	3/4	Chord	4/4	3	1	1/16	1/16	1	389												67				
42	42	677/4	677/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16	1/16	1	390												67				
42	42	339/2	339/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	391																
43	43	171	171	0.0	1/4	1/4	Dynamic	4/4	1	1	0						pp													
43	43	171	171	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	392	Wir	We’d										68				
43	43	172	172	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	393	möch-	glad-										68				
43	43	173	173	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	394	-ten	-ly										68				
43	43	170	170	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	395												69				
43	43	341/2	341/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	396												69				
43	43	683/4	683/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	397												69				
43	43	171	171	0.25	1/4	1/4	Chord	4/4	3	1	1/16	1/16	1	398												69				
43	43	685/4	685/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16	1/16	1	399												69				
43	43	343/2	343/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	400												69				
43	43	687/4	687/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	401																
43	43	689/4	689/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16	1/16	1	402												70				
43	43	345/2	345/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	403												70				
43	43	691/4	691/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	404												70				
43	43	173	173	0.25	3/4	3/4	Chord	4/4	3	1	1/16	1/16	1	405												70				
43	43	693/4	693/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16	1/16	1	406												70				
43	43	347/2	347/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	407												70				
43	43	695/4	695/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	408																
44	44	174	174	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	409	nah	stay										68				
44	44	175	175	0.0	1/4	1/4	Spanner	4/4	1	1	0															68				24
44	44	175	175	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	410	dir	with										68				24
44	44	176	176	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	411	blei-	thee,										68				24
44	44	177	177	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	412	-ben	not										68				24
44	44	174	174	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	413																
44	44	353/2	353/2	0.0	5/8	5/8	Spanner	4/4	3	1	0																			25
44	44	353/2	353/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	414												71				25
44	44	177	177	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	415												71				25
44	44	355/2	355/2	0.0	7/8	7/8	Spanner	4/4	3	1	0																			
44	44	355/2	355/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	416																
44	44	174	174	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	417																
44	44	176	176	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	418																
45	45	178	178	0.0	0	0	Dynamic	4/4	1	1	0						sf									68				
45	45	178	178	0.0	0	0	Spanner	4/4	1	1	0															68				
45	45	178	178	0.0	0	0	Spanner	4/4	1	1	0															68			22	
45	45	178	178	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	419	ger-	grieve										68			22	
45	45	180	180	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	420	-ne!	thee!													22	
45	45	178	178	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	421												72				
45	45	179	179	0.0	1/4	1/4	Spanner	4/4	2	1	0															72			23	
45	45	180	180	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	422															23	
45	45	181	181	0.0	3/4	3/4	Spanner	4/4	2	1	0																			
45	45	178	178	0.0	0	0	Dynamic	4/4	3	1	0						sf													
45	45	178	178	4.0	0	0	Chord	4/4	3	1	1	1	1	423																
46	46	182	182	0.0	0	0	Spanner	4/4	1	1	0																			
46	46	365/2	365/2	0.0	1/8	1/8	Spanner	4/4	2	1	0																			26
46	46	365/2	365/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	424												73				26
46	46	183	183	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	425												73				26
46	46	367/2	367/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	426																26
46	46	184	184	0.0	1/2	1/2	Dynamic	4/4	2	1	0						sf													
46	46	184	184	0.0	1/2	1/2	Spanner	4/4	2	1	0																			
46	46	184	184	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	427												74				
46	46	184	184	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	428																
47	47	186	186	0.0	0	0	Spanner	4/4	2	1	0																		24	
47	47	186	186	4.0	0	0	Chord	4/4	2	1	1	1	1	429															24	
47	47	186	186	4.0	0	0	Chord	4/4	3	1	1	1	1	430																
48	48	191	191	0.0	1/4	1/4	StaffText	4/4	1	1	0								nicht eilen											
48	48	191	191	0.0	1/4	1/4	StaffText	4/4	1	1	0								non accel.											
48	48	191	191	0.0	1/4	1/4	Spanner	4/4	1	1	0																		25	
48	48	191	191	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	431	Doch	A-													25	
48	48	192	192	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	432	ist	-las,													25	
48	48	193	193	0.0	3/4	3/4	Spanner	4/4	1	1	0																			
48	48	193	193	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	433	uns	’tis														
48	48	190	190	0.0	0	0	Spanner	4/4	2	1	0																			
48	48	191	191	0.0	1/4	1/4	Spanner	4/4	2	1	0																		26	
48	48	191	191	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	434												75			26	
48	48	192	192	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	435												75			26	
48	48	193	193	0.0	3/4	3/4	Spanner	4/4	2	1	0																			
48	48	193	193	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	436																
49	49	194	194	0.0	0	0	Dynamic	4/4	1	1	0						pp													
49	49	194	194	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	437	das	Fate														
49	49	197	197	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	438	vom	de-														
