mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	crescendo_line	Ottava:8va	Ottava:8vb	pedal	Pedal_<sym>keyboardPedalPed</sym>
136	136	1081/2	1081/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1677																			
136	136	542	542	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1678												263							
136	136	1085/2	1085/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1679												263							
136	136	543	543	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1680												263							
136	136	1087/2	1087/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1681																			
136	136	540	540	0.0	0	0	Spanner	4/4	3	1	0																								
136	136	540	540	0.0	0	0	Spanner	4/4	3	1	0																							5	5
136	136	540	540	4.0	0	0	Chord	4/4	3	1	1			1	1	1682																		5	5
137	137	546	546	0.0	1/2	1/2	Dynamic	4/4	2	1	0								ppp																
137	137	546	546	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1683												264							
137	137	547	547	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1684																			
137	137	544	544	0.0	0	0	Spanner	4/4	3	1	0																								
137	137	544	544	0.0	0	0	Spanner	4/4	3	1	0																							6	6
137	137	544	544	4.0	0	0	Chord	4/4	3	1	1			1	1	1685																		6	6
138	138	548	548	0.0	0	0	Dynamic	4/4	2	1	0								ppp																
138	138	548	548	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1686												265							
138	138	549	549	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1687																			
138	138	550	550	0.0	1/2	1/2	Dynamic	4/4	2	1	0								ppp																
138	138	548	548	0.0	0	0	Spanner	4/4	3	1	0																								
138	138	548	548	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	1688																			
138	138	550	550	0.0	1/2	1/2	Spanner	4/4	3	1	0																							7	7
138	138	550	550	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	1689				articTenutoBelow														7	7
139	139	552	552	4.0	0	0	Chord	4/4	3	1	1			1	1	1690																		7	7
139	139	556	556	0.0	1	1	Spanner	4/4	3	1	0																								
